name,calories,portion,unite
Isopure mass nature best,370,100,gramme
Isopure zero carb,355,100,gramme
Isostar cereal max,208,1,portion
Isostar cereals max,379,100,gramme
Isostar energy poudre,370,100,ml
Isostar high energy,392,100,gramme
Isostar high protein 90,376,100,gramme
Isostar orange (boisson d'apport glucidique pour sportifs) : par bouteille de 500ml,148,100,ml
Isostar powerplay high protein 90,376,100,gramme
Isotec by scitec,364,100,gramme
Ist mil-k6,425,100,gramme
Ist whey,400,100,gramme
Istara,120,100,gramme
Izarra (liqueur),313,100,gramme
Jack in the box : bacon ranch dressing,254,1,unité
Jack in the box : bacon ultimate cheeseburger,923,1,unité
Jack in the box : big cheeseburger,570,1,unité
Jack in the box : chicken club salad with crispy chicken strips,528,1,unité
Jack in the box : chicken club salad with crispy chicken strips (avec bacon ranch dressing),782,1,unité
Jack in the box : chicken club salad with crispy chicken strips (avec creamy southwest dressing),742,1,unité
Jack in the box : chicken club salad with crispy chicken strips (avec gourmet seasonned croutons),628.5,1,unité
Jack in the box : chicken club salad with crispy chicken strips (avec lite ranch dressing),679,1,unité
Jack in the box : chicken club salad with grilled chicken strips,384,1,unité
Jack in the box : chicken club salad with grilled chicken strips (avec lite ranch dressing),535,1,unité
Jack in the box : chicken club salad with grilled chicken strips (avec low-fat balsamic vinaigrette),417.5,1,unité
Jack in the box : chicken club salad with grilled chicken strips (avec spicy corn sticks),527,1,unité
Jack in the box : chicken fajita made with whole grain (no salsa),327,1,unité
Jack in the box : chicken fajita made with whole grain (with salsa),335,1,unité
Jack in the box : chicken sandwich,417,1,unité
Jack in the box : chicken sandwich with bacon,393,1,unité
Jack in the box : creamy southwest dressing,214,1,unité
Jack in the box : gourmet seasonned croutons,100.5,1,unité
Jack in the box : grilled chicken salad,262,1,unité
Jack in the box : grilled chicken salad (avec bacon ranch dressing),516,1,unité
Jack in the box : grilled chicken salad (avec creamy southwest dressing),476,1,unité
Jack in the box : grilled chicken salad (avec gourmet seasonned croutons),362.5,1,unité
Jack in the box : grilled chicken salad (avec lite ranch dressing),413,1,unité
Jack in the box : grilled chicken salad (avec low-fat balsamic vinaigrette),295.5,1,unité
Jack in the box : grilled chicken salad (avec spicy corn sticks),405,1,unité
Jack in the box : hamburger,292,100,gramme
Jack in the box : hamburger deluxe,336,1,unité
Jack in the box : hamburger deluxe with cheese,419,1,unité
Jack in the box : hamburger with cheese,331,1,unité
Jack in the box : homestyle ranch chicken club,731,1,unité
Jack in the box : jack spicy's chicken,537,1,unité
Jack in the box : jack spicy's chicken with cheese,606,1,unité
Jack in the box : jr bacon cheeseburger,402,1,unité
Jack in the box : jumbo jack,499,1,unité
Jack in the box : jumbo jack with cheese,578,1,unité
Jack in the box : lite ranch dressing,151,1,unité
Jack in the box : low-fat balsamic vinaigrette,33.5,1,unité
Jack in the box : side salad,20,1,unité
Jack in the box : side salad (avec low-fat balsamic vinaigrette),53.5,1,unité
Jack in the box : side salad (avec spicy corn sticks),163,1,unité
Jack in the box : sirloin cheeseburger,908,1,unité
Jack in the box : sirloin cheeseburger with bacon,990,1,unité
Jack in the box : sirloin swiss & grilled onion burger,899,1,unité
Jack in the box : sirloin swiss & grilled onion burger with bacon,985,1,unité
Jack in the box : sourdough grilled chicken club,542,1,unité
Jack in the box : sourdough jack,668,1,unité
Jack in the box : sourdough steak melt,642,1,unité
Jack in the box : sourdough ultimate cheeseburger,867,1,unité
Jack in the box : southwest chicken salad with crispy chicken strips,535,1,unité
Jack in the box : southwest chicken salad with grilled chicken strips,387,1,unité
Jack in the box : southwest chicken salad with grilled chicken strips (avec spicy corn sticks),530,1,unité
Jack in the box : spicy corn sticks,143,1,unité
Jack in the box : ultimate cheeseburger,833,1,unité
Jacquet carrément mie complet,265,100,gramme
Jacquier,70,100,gramme
Jambom herta ,109,100,gramme
Jambon,55,100,gramme
Jambon - le bon de paris - etouffee - herta,109,100,gramme
Jambon à griller fleury michon,147,100,gramme
Jambon à l'os (cuit),141,100,gramme
Jambon artisanal (sous-marque),110,100,gramme
Jambon au torchon allégé en sel fleury michon,132,100,gramme
Jambon aux épinards et gratin dauphinois weight watchers (portion de 330gr),274,1,portion
Jambon aux gnocchettis en piperade weight watchers (portion de 345gr),386,1,portion
Jambon aux herbes de provence fleury michon,119,100,gramme
Jambon aux herbes de provence fleury michon : par tranche de 60 g,171,100,gramme
Jambon blanc,136,100,gramme
Jambon blanc decouenne degraisse leclerc,113,100,gramme
Jambon blanc le supérieur sans couenne fleury michon,46,1,tranche
"Jambon blanc supérieur, découenné, dégraisse, marque leclerc",119,100,gramme
Jambon braisé découenné-dégraissé monoprix,111,100,gramme
Jambon braisé découenné-dégraissé monoprix : par tranche de 45g,49,100,gramme
Jambon carrefour à l'étouffée avec couenne,119,100,gramme
Jambon coop naturafarm mini palette-quick,191,100,gramme
Jambon cru,330,100,gramme
Jambon cru carrefour discount,234,100,gramme
Jambon cru cobourg,182,100,gramme
Jambon cru fumé  allégé linessa,135,100,gramme
Jambon cru fumé 3% linessa,135,100,gramme
Jambon cru fumé au bois de hêtre (marque éco+ :leclerc),230,100,gramme
Jambon cru fumé forêt noire dia,231,100,gramme
"Jambon cru light, légèrement fumé (lidl)",133,100,gramme
Jambon cru provinces d'europe,223,100,gramme
Jambon cuit,290,100,gramme
Jambon cuit a l'etoufee qualite superieur fleury michon,123,100,gramme
Jambon cuit à l'etouffée le bon paris -25% sel herta,108,100,gramme
Jambon cuit à l'étouffée tradilège,133,100,gramme
Jambon cuit artisanal dégraissé 3%mg (aldi),43,1,tranche
Jambon cuit avec os dia,111,100,gramme
Jambon cuit de paris auchan,118,100,gramme
Jambon cuit de paris leader price,120,100,gramme
Jambon cuit découenné dégraissé leader price (fine ligne),51,1,tranche
Jambon cuit dégraissé delhaize,109,100,gramme
Jambon cuit et fumé dulano,107,100,gramme
Jambon cuit selection - ranou,115,100,gramme
Jambon cuit supérieur avec couenne,116,100,gramme
Jambon cuit supérieur avec couenne lidl,85,1,tranche
Jambon cuit supérieur découenné  et dégraissé saint-alby (lidl),109,100,gramme
Jambon cuit superieur decouenne degraisse (monoprix),124,100,gramme
Jambon cuit weight watchers,114,100,gramme
Jambon de bayonne,239,100,gramme
Jambon de bayonne delhaize,218,100,gramme
"Jambon de bayonne ""casino""",218,100,gramme
"Jambon de bayonne ""casino"", par tranche",44,100,gramme
"Jambon de choix fumé au poivre (en tranches de 20g), lidl",104,100,gramme
Jambon de dinde,110,100,gramme
Jambon de dinde - carrefour,97,100,gramme
Jambon de dinde à 2% leader price,102,100,gramme
Jambon de dinde isla delice,41.7,1,tranche
Jambon de dindonneau (4% matgr)  	,463,100,gramme
Jambon de la mer coraya,133,100,gramme
Jambon de paris,290,100,gramme
Jambon de paris (netto),50,1,tranche
Jambon de paris en tranche carrefour,111,100,gramme
Jambon de paris fleury michon,114,100,gramme
Jambon de paris fumé -25% de sel (tradilège),119,100,gramme
Jambon de poulet,104,100,gramme
Jambon delice de dinde,42.7,1,tranche
Jambon d'aoste grandes tranches,221,100,gramme
Jambon emincé fondant aoste,237,100,gramme
Jambon epaule,123,100,gramme
Jambon fleury michon le supérieur sans couenne et sans conservateur,123,100,gramme
Jambon fleury michon sel reduit 25%,132,100,gramme
Jambon fumé,380,100,gramme
Jambon fumé avec couenne (marque repère),113,100,gramme
Jambon fumé de la forêt-noire (lidl),234,100,gramme
Jambon gourmand aux fines herbes monique ranous,111,100,gramme
Jambon haché fleury michon,127,100,gramme
Jambon herta tendre noix virginie fumé,104,100,gramme
Jambon italien super u (salé et affiné)  	,188,100,gramme
Jambon italien super u (salé et affiné) : par tranche de 17g,32,100,gramme
Jambon italien u,260,100,gramme
Jambon le bon paris fumé au bois de hêtre,32,1,tranche
Jambon le bon paris fumé herta,109,100,gramme
Jambon le braise fleury michon,114,100,gramme
Jambon le foué,117,100,gramme
Jambon le supérieur -25% de sel (fleury michon),49,1,tranche
Jambon le supérieur fleury michon,123,100,gramme
Jambon le torchon fleury michon,123,100,gramme
Jambon léger fleury michon,111,100,gramme
Jambon l'etouffée madrange,124,100,gramme
Jambon maigre,112,100,gramme
"Jambon mon gourmand monique rannou découenné, dégraissé, 25% de sel en moins",114,100,gramme
Jambon paris qualité choix aldi,120,100,gramme
Jambon persillé en gelée,135,100,gramme
Jambon rôti à poêler aldi par 4 tranches(400g),118,100,gramme
"Jambon sans couenne le paris ""monique ranou""",112,100,gramme
Jambon sec bio super u,240,100,gramme
Jambon sec d'auvergne super u,170,100,gramme
Jambon sec onno,215,100,gramme
Jambon sup découénne degraissé monoprix,107,100,gramme
Jambon supérieur  torchon auchan découenné dégraissé,115,100,gramme
Jambon supérieur à griller aux herbes de provence casino,120,100,gramme
"Jambon supérieur à griller aux herbes de provence casino ""par tranche""",108,100,gramme
Jambon supérieur au torchon -25% de sel-tradilège,120,100,gramme
Jambon superieur avec couenne (leader price,165,100,gramme
Jambon supérieur avec couenne leader price,82.5,1,tranche
"Jambon supérieur cuit à l'étouffée ""tradilège"" (marque repère)",151,100,gramme
Jambon supérieur cuit au torchon issu de porc fermier découenné et dégraissé (monoprix-gourmet),111,100,gramme
Jambon supérieur découenné dégraissé casino,120,100,gramme
Jambon supérieur découenné dégraissé cuit à l'étouffée tradilège (marque repère),119,100,gramme
Jambon supérieur découenné et dégraissé leader price,120,100,gramme
Jambon supérieur découenné-dégraissé aldi,111,100,gramme
Jambon supérieur le marsigny,120,100,gramme
"Jambon superieur leger 2,5%mg (fleury michon)",110,100,gramme
Jambon supérieur madrange cuit au naturel,31,1,tranche
Jambon supérieur rôti au four 'leader price',113,100,gramme
Jambon supérieur sans couenne carrefour,119,100,gramme
Jambon supérieur sans couenne carrefour discount,116,100,gramme
Jambon superieur sans couenne cuit à l'étoufée champion,124,100,gramme
Jambon supérieur sans couenne cuit à l'étouffée carrefour,119,100,gramme
Jambon supérieur sel réduit (cora),120,100,gramme
Jambon supérieur tradilége (marque repére),119,100,gramme
Jambon tendre de noix - 25% de sel,100,100,gramme
Jambon tendre noix - le virginie- herta,104,100,gramme
Jambon tendre noix à la broche herta  	,110,100,gramme
Jambon tendre noix à la broche herta : par tranche de 40g,44,100,gramme
Jambon tendre noix virginie,439,100,gramme
Jambon tendre noix virginie 30 g,132,1,tranche
"Jambon tranché très maigre (1 tranche : 16 cm x 10 cm x 0,2 cm)",31,1,tranche
"Jambon ""le supérieur"" à l'étouffée (madrange)",111,100,gramme
Jambonneau,290,100,gramme
Jambonneau cuit au bouillon fleury michon,110,100,gramme
Jambonneau fleury michon,110,100,gramme
Janbon cuit supérieur -a l'etouffee - le bon paris,49,1,tranche
Jardiniere aux 4 légumes,45,100,gramme
Jardinière aux 4 légumes bonduelle,35,100,gramme
Jardinière casino,92,100,gramme
Jardinière de printemps dlp,54,100,gramme
Jardinière légumes surgelé knorr,53,100,gramme
Jardinière légumes vapeur produit u,35,100,gramme
Jarret de boeuf,160,100,gramme
Jarret de porc,263,100,gramme
Jarret de veau,115,100,gramme
Jarret d'agneau américain maigre et braisé,187,100,gramme
Jaune d'oeuf,305,100,gramme
Jemalt,65,1,portion
Jeunes carottes extra-fines (netto),29,100,gramme
Jeunes carottes extra-fines cuisinées leader price,28,100,gramme
Jeunes carottes extra-fines picard,23,100,gramme
Jock crème,373,100,gramme
Jogging fromage blanc,110,100,gramme
Joghurt hirz cocos choco de nestlé,121,100,gramme
Jogurt emmi aloe vera,80,100,gramme
Joker multifruit,48,100,ml
Joker multivitaminé,49,100,ml
Joker pomme/abricot 20 cl,46,100,ml
Joker vital 5 soleil,54.5,100,gramme
Joker vital bienfaits orange - passion - figue de barbarie,46,100,ml
"Joker ""le fruit"" multifruit 100% pur jus",46,100,ml
Joozi bio acai fraise,49,100,gramme
Jordans country crips,480,100,gramme
Jordans country crips aux noix,486,100,gramme
Jordans country crisp,452,100,gramme
Jordans country crisp sirop d'érable et noix de pécan,452,100,gramme
Jordans special muesli,347,100,gramme
Jujube,135,100,gramme
Julienne de légume cora,35,100,gramme
Julienne de légumes picard,19,100,gramme
Julienne de légumes surgelée picard,19,100,gramme
Julienne de légumes surgelés champion,20,100,gramme
Jupiler (bière),52,100,ml
Jus 5 agrumes carrefour,51,100,ml
Jus à la baie d'açai,54.2,100,ml
Jus a+c+e carrefour,46,100,ml
Jus cidorange,42,100,ml
Jus cidoupeche,44.5,100,ml
Jus d'orange,42,100,ml
Jus de 12 fruits solevita,41,100,ml
Jus de carotte,30.9,100,gramme
Jus de carotte (bjorg),30,100,gramme
Jus de carotte jafaden,25,100,gramme
Jus de carottes,30.9,100,gramme
Jus de cassis,20,100,ml
Jus de citron,15.5,100,gramme
Jus de citron en bouteille,25,100,ml
Jus de cranberry classic ocean spray,49,100,ml
Jus de cranberry classic ocean spray light,8,100,ml
Jus de fraise/framboise casino,36,100,gramme
"Jus de framboises en berlingot wicky, vitamine c ajoutée",42,100,ml
Jus de fruit 100% pur jus 4 agrumes u,45,100,ml
Jus de fruit ace granini,44,100,ml
Jus de fruits 5 agrumes leader price,51,100,gramme
Jus de fruits exotique,55.3,100,gramme
Jus de fruits joker multifruit,51,100,gramme
Jus de grenade,70,100,ml
Jus de grenade (gaylord hauser),209,100,ml
Jus de grenade superfruits ( fruitÉ ),42,100,gramme
Jus de grenadille frais,53,100,ml
Jus de légumes,20.1,100,gramme
Jus de mandarine & framboise,55,100,ml
Jus de mandarine 100 % pure jus,51,100,ml
Jus de mandarine frais,45,100,ml
Jus de palourdes et de tomates en conserve,49,100,ml
Jus de pamplemousse  ( aldi ),39,100,gramme
Jus de pamplemousse rose,33,100,ml
Jus de pamplemousse rose carrefour,42,100,gramme
Jus de pamplemousse rose ou blanc,30,100,ml
Jus de pamplemousse rose pampryl sélection,45,100,gramme
Jus de peche,52,100,ml
Jus de peche - jaouda,54,100,gramme
Jus de poire,64.5,100,gramme
Jus de poire carrefour,45,100,ml
Jus de pomme,45.3,100,gramme
Jus de pomme ( everyday ),43,100,ml
Jus de pomme (andros),49,100,ml
Jus de pomme - pouce auchan,44,100,gramme
Jus de pomme bio carrefour,45,100,ml
Jus de pomme brique auchan,47,100,ml
Jus de pomme eco+,30,100,gramme
Jus de pomme naturellement trouble bio aldi,45,100,ml
Jus de pomme vitafit,45,100,ml
Jus de pommes tradition,48,100,ml
Jus de pruneaux (bjorg),77,100,gramme
Jus de pruneaux bjorg,77,100,ml
Jus de pruneaux gaylord hauser,79,100,gramme
Jus de raisin,62.5,100,gramme
Jus de raisin 100% pur (le prix gagnant),65,100,gramme
Jus de raisin auchan,62,100,ml
Jus de raisin carrefour,69,100,gramme
Jus de raisin rouge  ( everyday ),64,100,ml
Jus de raisin rouge (monoprix),64,100,ml
Jus de riz et noix de coco (isola bio),62,100,ml
Jus de tomate,20.1,100,gramme
Jus de tomate (pur jus de tomates bouteille) monoprix,29,100,gramme
Jus de tomate jafaden (leclerc),25,100,ml
Jus de tomates bio ( aldi ),16,100,gramme
Jus de tomates prima bio ( aldi ),16,100,ml
Jus d'abricot,60,100,ml
Jus d'ananas (1verre de 15cl),1,1,unité
Jus d'ananas 100% pur jus costa rica (fruité),55,100,gramme
Jus d'ananas à base de concentré pasteurisé,51,100,ml
"Jus d'ananas concentré, congelé et dilué",52,100,gramme
"Jus d'ananas concentré, congelé et non dilué",77,100,gramme
Jus d'ananas leader price,50,100,gramme
Jus d'ananas paquito (sélection intermarché),58,100,ml
Jus d'orange,35,100,ml
Jus d'orange ( aldi ) briquette,38,100,ml
Jus d'orange ( everyday ),43,100,ml
Jus d'orange 100 % pur jus grand jury,48,100,ml
Jus d'orange 100% fruits ( vitafit ),44,100,gramme
Jus d'orange 100% jus pressé avec pulpe carrefour,47,100,ml
Jus d'orange 100% pur jus lidl,42,100,gramme
Jus d'orange 100% pur jus pressé carrefour,44,100,ml
Jus d'orange 100% pur jus super u,44,100,ml
Jus d'orange 100%pur sans sucre auchan,38,100,ml
Jus d'orange à base de jus d'orange concentré jafaden,40,100,gramme
Jus d'orange à la carotte monoprocesseur,43,100,ml
Jus d'orange aldi,44,100,ml
Jus d'orange avec pulpe (éco+ leclerc),45,100,gramme
Jus d'orange avec pulpe jafaden (marque leclerc),45,100,gramme
Jus d'orange caraïbes leader price,43,100,gramme
Jus d'orange carrefour 100% pur jus,47,100,ml
Jus d'orange casino à base de jus d'orange concentré,48.5,100,ml
Jus d'orange des caraïbes leader price,43,100,ml
Jus d'orange entr'aide,40,100,ml
"Jus d'orange joker ""le fruit""",42,100,ml
Jus d'orange le pur jus joker,40,100,ml
Jus d'orange paquito,46,100,gramme
Jus d'orange pressée,45,100,gramme
"Jus d'orange pressée matin plaisir leader price (100%pur jus, sans sucres ajoutés)",45,100,ml
Jus d'orange pure prémium tropicana,47,100,ml
Jus d'orange sans pulpe tropicana,47,100,gramme
Jus d'orange tropicana avec pulpe,47,100,ml
Jus litchi paquito,47,100,ml
Jus marque orange maison premium,48,100,ml
Jus multifruit 100% pampryl,47,100,gramme
Jus multifruit 11 fruits 9 vitamines auchan,50,100,ml
Jus multifruit joker,49,100,ml
Jus multifruits fruité,51,100,ml
Jus multifruits jafaden,45,100,ml
Jus multivitaminé (carrefour),44,100,ml
"Jus orange 100% fruits, maxi fuité u",47,100,gramme
Jus orange et acérola jafaden forme,50,100,ml
Jus orange pulpé à base de jus concentré auchan,44,100,gramme
Jus orange sanguine de sicile (casino),48,100,ml
Jus orange-fraise-banane,45,100,ml
Jus pamplemousse,38,100,ml
Jus pamplemousse jafaden forme,31,100,ml
Jus pamplemousse purefruit aldi,39,100,gramme
Jus peche blanche cerise,48,100,gramme
Jus pêche mangue papaye tropicana,47,100,gramme
Jus pomme ananas potiron ' florette',42,100,ml
Jus pomme fraise carotte auchan,61,100,gramme
Jus pomme mangue carotte ' florette',44,100,gramme
"Jus pressé de 5 fruits ""réveil des tropiques"" (tropicana)",47,100,gramme
Jus simply orange avec pulpe,48,100,ml
Jus tropical carrefour discount,49,100,ml
Jus tropicana antioxidants,56,100,gramme
Just a la poele mc cain,137,100,gramme
Juva ligne minceur élimination,19,100,gramme
Juver disfruta,22,100,ml
Kaki,80.9,100,gramme
Kaki frais pulpe,62,100,gramme
Kamut (blé ancien),359,100,gramme
Kango lu,98,100,gramme
Kango lu : un biscuit 19g,98,100,gramme
Kas citron,44,100,ml
"Kassler, filet de porc fumé",150,100,gramme
Kebab,300,1,unité
Kebab (charal),210,100,gramme
Kebab dulano lidl,224,100,gramme
Kebab et boulghour méditerranéen leader price,155,100,gramme
Kefir biologique,104,100,gramme
Keftas au boeuf isla délice,255,100,gramme
Kelloggs - nature's pleasure,414,100,gramme
Kelloggs - raisin bran deux pelletées,327,100,gramme
Kelloggs country store,369,100,gramme
Kelloggs extra pepites,485,100,gramme
Kelloggs froot loops,378,100,gramme
Kelloggs miel pops cracks,377,100,gramme
Kelloggs special k chocolat au lait,80,1,portion
Kellogg's extra,473,100,gramme
Kellogg's extra bouchées fruit rouges et nuts,449,100,gramme
Kellogg's extra crunchy muesli original,466,100,gramme
Kellogg's fruit n fibre,380,100,gramme
Kellogg's miel pops,381,100,gramme
Kellogg's raisin bran,180,1,portion
Kellogg's spécial k nature,374,100,gramme
Kellogg's spécial k chocolat au lait,400,100,gramme
Kellogg's special k chocolat noir,406,100,gramme
Kellogg's: disney mickey's magix,390,100,gramme
Kellogs musli,370,100,gramme
Kellog's rice krispies,382,100,gramme
Kellog's special k aux 3 céréales complètes avec touche de miel,379,100,gramme
Kellog's special k chocolat noir,399,100,gramme
Kellog's special k resist au miel,338,100,gramme
Kellog's tresor choco nougat,448,100,gramme
Ketchup,110,100,gramme
Ketchup (1 paquet individuel),6,1,unité
Ketchup (monoprix),115,100,gramme
Ketchup allegé dia,48,100,gramme
Ketchup allégé en sucres rustica,55,100,ml
Ketchup allégé heinz,58,100,gramme
Ketchup amora,110,100,gramme
Ketchup auchan,120,100,gramme
Ketchup épicé vitakrone,123,100,ml
Ketchup hot amora,100,100,gramme
Kidiboo,257,100,gramme
Kidiboo à la fraise (fromage à la crème aromatisé) : par unité de 20g,31,1,unité
Kinder bueno,569,100,gramme
Kinder bueno 1 portion,121,1,portion
Kinder bueno vrai,571,100,gramme
Kinder bueno white,567,100,gramme
Kinder choco fresh,568,100,gramme
Kinder choco-fresh : par portion de 21 g,119,1,portion
Kinder chocolat,558,100,gramme
Kinder country,538,100,gramme
Kinder delice,441,100,gramme
Kinder délice : par unité de 42 g,185,1,unité
Kinder maxi,117,1,unité
Kinder maxi (21g l'unité),117,1,unité
Kinder maxi king : par unité de 35g,175,1,unité
Kinder pingui,441,100,gramme
Kinder schoko-bons ,556,100,gramme
Kinder schoko-bons (unité),32,1,unité
Kinder surprise ( un oeuf ),112,1,unité
Kir 10 cl,80,100,gramme
Kiri à la crème de lait,66,1,portion
Kiri crème,332,100,gramme
Kiri gouter,91,100,gramme
Kirsch-quark,83,100,gramme
Kirsh,250,100,ml
Kit kat,508,100,gramme
Kit kat ball nestlé,514,100,gramme
Kit kat caramel : par barre,232,1,unité
Kitkat,510,100,gramme
Kitkat chunky,518.4,100,gramme
Kitkat senses,165,1,unité
Kitkat small (pour une portion),106,1,portion
Kitkat small : une portion,106,100,gramme
Kiwi,53,100,gramme
Kiwi le fruit,53,100,gramme
"Kiwi ""gold"" (à chair jaune)",54.9,100,gramme
Klop klop crème fouettée allégée,83,100,gramme
Klosterbrot,194,100,gramme
Knack d'alsace les saveurs super u : par unité de 55g,174,1,unité
Knack ranou au jambon,152,100,gramme
Knacki (saucisse de strasbourg) sel réduit de 25% (herta),281,100,gramme
Knacki 100% poulet herta,213,100,gramme
Knacki au jambon herta,211,100,gramme
Knacki au poulet -25% de sel herta,204,100,gramme
Knacki au poulet herta : par unité de 35g,71,1,unité
Knacki carrefour,290,100,gramme
Knacki herta,281,100,gramme
Knackis,322,100,gramme
Knacks (mini) casino,13,1,unité
Knacks de volaille (dia),242,100,gramme
Knacks dia,290,100,gramme
Knaks 100% pur porc casino,102,1,unité
Knocchi,194,100,gramme
Knopfel,283,100,gramme
Knorr - soupe blanche,50,100,ml
Knorr crème de bolets,21,100,ml
Knorr crème d'asperge,21,100,ml
Knorr douceur de 8 légumes crème fraiche,75,100,ml
Knorr ligne carotte poireau,24,100,ml
Knorr poule aux vermicelles,20,100,gramme
"Knorr secrets de grand-mère lentilles, carottes, pommes de terre",38,100,ml
Knorr velouté du potager,23,100,ml
Knorr vie ananas-passion-mais,72.5,100,ml
Knorr vie banane-potiron-kiwi,66.5,100,ml
Knorr vie orange-banane-carotte,74.5,100,ml
Knorr vie pomme -carotte-fraise,62.5,100,ml
Kokolo jean hervé (pâte à tartiner noisette-coco),581,100,gramme
Kosaq 90 black protein,399.3,100,gramme
Kot - yog'saveur fruits rouge,79,1,unité
Kot drink vanille,98,1,canette
Kot entremet chocolat au lait,362,100,gramme
Kot gateau chocolat,368,100,gramme
Kot pancake,388,100,gramme
Kot quick boisson,337,100,gramme
Kouglof,364,100,gramme
Kphilus bio,36.3,100,gramme
Kraft 100% parmesan léger - 26 %,45,1,portion
Kre-alkalyn,0,1,portion
Kriek biere,222,100,gramme
Krispolls complets sans sucre ajouté,370,100,gramme
Krisprolls biscottes,400,100,gramme
Krisprolls complet,370,100,gramme
Krisprolls complets,370,100,gramme
Krisprolls dorés pain brioché doré et croustillant,420,100,gramme
Krisprolls petits pains suedois dorés,420,100,gramme
Kriss laure noir de cacao,373,100,gramme
Kronenbourg (biere),36,100,ml
Kroucho chataigne,320,100,gramme
Krowki (caramel polonais),412,100,gramme
Kub or,178,1,unité
Kub'or maggi,177,100,gramme
L casei natural ( dia ),75,100,gramme
La brique bridelight 9%,178,100,gramme
La crème brûlée parfumée à la vanille avec son sachet de cassonade (monoprix gourmet),289,100,gramme
La laitière - maron sui's clément faugier - nestlé,178,1,pot
"La laitière bâtonnet le craquant, parfum chocolat amandes noisettes",239,100,gramme
"La laitière bâtonnet le craquant, parfum vanille nougatine",248,100,gramme
La laitière feuilleté de mousse banane(nestlé),81,100,ml
La laitière feuilleté de mousse chocolat (nestlé),109,100,ml
La laitière feuilleté de mousse vanille (nestlé),100,100,gramme
La laitière nestlé aromatisés vanille,96,100,gramme
La laitière secret de mousse  chocolat noir,162,100,gramme
La laitière secret de mousse chocolat au lait,184,100,gramme
La laitière secret de mousse framboise sauce mûre,138,100,gramme
La laitière secret de mousse saveur praliné sauce chocolat,187,100,gramme
"La laitière ""craquant et fondant""",203,100,gramme
La moussaka-finduss,130,100,gramme
La pierrade assortiment bigard veau boeuf porc,121,100,gramme
La poêlée façon savoyarde surgelée-findus,160,100,gramme
La p'tit beurre tablette chocolat au lait (p'tit déli),488,100,gramme
La quiche lorraine avec une pointe de moutarde ( marie ),232,100,gramme
La romaine de bonduelle,54,100,gramme
La tarte chèvre & epinards (marie),214,100,gramme
La tarte chèvre et epinards,214,100,gramme
La truffe au caramel et à la vanille de madagascar leader price,266,100,gramme
La truffe au chocolat leader price,288,100,gramme
La tuile au citron belvita,17,1,unité
La vache qui rit en pot,185,100,gramme
La vache qui rit légère ,143,100,gramme
La vache qui rit légère (la portion),25,1,portion
La vache qui rit nature ,239,100,gramme
La vache qui rit nature (la portion),40,1,portion
La vache qui rit saveur jambon ,275,100,gramme
La vache qui rit saveur jambon (1 portion),48,1,portion
"La vache qui rit saveur jambon (par portion de 17,5g)",48,1,portion
Labeyrie saumon sauvage alaska,132,100,gramme
Lactel bio facile a digerer,42,100,ml
Lait,46,100,ml
Lait 1/2 écrémé,50,100,ml
Lait 1/2 écrèmé concentré non sucré gloria 4%de mg,110,100,gramme
Lait 1/2 écrémé landhof,47,100,gramme
Lait 2%,40,100,ml
Lait amande bio bjorg,44,100,gramme
Lait amande nutriamande evernat bio,38,100,ml
Lait au chocolat : leader up ,69,100,ml
Lait au chocolat(natrel),60,100,ml
Lait battu,66,100,ml
Lait bio 1/2 écrémé auchan,48,100,ml
Lait bio 1/2 ecremé carrefour,47,100,ml
Lait bio demi-écrémé casino bio,46,100,ml
Lait bio demi-écrémé lactel,45,100,ml
Lait bio écrémé instantané (poudre) régilait,356,100,gramme
Lait bio écrémé lactel,33,100,ml
Lait bio entier lactel,64,100,gramme
Lait choco alpro soja,63,100,ml
Lait choco light alpro soja,46,100,ml
Lait chocolaté disney carrefour,75,100,ml
Lait chocolaté leader 'up,730,100,gramme
Lait chocolaté light,41,100,gramme
Lait concentré non sucré,110,100,gramme
Lait concentré sucré nestlé,324,100,gramme
Lait de brebis,100,100,gramme
Lait de chevre,65,100,ml
Lait de chèvre demi-écrémé lactel,45,100,ml
Lait de coco,210,100,ml
Lait de coco ( carrefour ),180,100,gramme
Lait de coco 17 % mg : leader price,194,100,gramme
Lait de coco jaja,297.5,100,ml
Lait de coco tables du monde marque repère,210,100,ml
Lait de montagne entier carrefour,64,100,gramme
Lait de riz,47,100,gramme
Lait de riz (gerblé vitalité),56,100,ml
Lait de soja (leader price),43,100,ml
Lait de soja bjorg douceur et calcium,59,100,gramme
Lait de soja calcium ( marque repére),40,100,ml
Lait de soja calcium nature sojasun,45,100,ml
Lait de soja douceur et calcium bjorg,59,100,gramme
Lait de soja light allpro,29,100,ml
Lait de soja nature,40,100,ml
Lait de soja nature bjorg,47,100,ml
Lait de soja vanille,69,100,ml
Lait de soja vanille soy,60,100,ml
Lait de soja yeo's,52,100,ml
Lait de vache entier frais,66.2,100,gramme
Lait délacosé,48,100,gramme
Lait demi écrémé délisse,46,100,ml
Lait demi écreme viva de candia,46,100,ml
Lait demi-écrémé (dia ed),46,100,ml
Lait demi-écrémé (milbona lidl),46,100,ml
Lait demi-écrémé (milsani),47,100,ml
"Lait demi-écrémé 1,5% mg (milbona)",46,100,gramme
Lait demi-écrémé aldi,48,100,ml
Lait demi-écrémé auchan,45,100,ml
