name,calories,portion,unite
Aarts ananas light,32,100,gramme
Abatilles (eau minérale naturelle),0,100,ml
Abats de poulets à bouillir mijotés,194,100,gramme
Abats en sauce,290,100,gramme
Abiyuch (1 fruit),83,1,unité
Abiyuch cru,69,100,gramme
Abiyuch cru (1/5 tasse),33,1,portion
Ablette,144,100,gramme
Abondance de savoie,402,100,gramme
Abricot,44,100,gramme
Abricot (1 tasse en tranches),33,100,ml
Abricot (1 tasse moitiés),31,100,ml
Abricot (au sirop),63,100,gramme
Abricot (compote non sucrée),119,100,gramme
Abricot (compote sucrée),165,100,gramme
Abricot (portion raisonnable/semaine),50,1,portion
Abricot au sirop en conserve,90,1,portion
Abricot congelé et sucré,98,100,gramme
Abricot des antilles cru (1 fruit),431,1,unité
"Abricot des antilles, cru (1/8 fruit)",54,1,portion
Abricot en entier pelé en conserve dans du sirop extra épais,96,100,gramme
Abricot frais,14,1,unité
Abricot jus,60,100,ml
Abricot moelleux dia,226,100,gramme
Abricot sec,200,100,gramme
Abricot sec (monoprix gourmet),294,100,gramme
Abricot sec 1 unité,16,1,unité
"Abricot seché, sulfuré et cuit sans sucre",85,100,gramme
Abricots moelleux 'casino',249,100,gramme
Abricots secs,246,100,gramme
Abricots secs lidl,158,100,gramme
Abricots secs 'kyrielle',285,100,gramme
Abricots secs 'kyrielle',285,100,gramme
Accras de morue claude léger,251,100,gramme
Accras de morue claude léger (intermarché) : par pièce de 15g,37,1,unité
Ace fruit drink,52,100,ml
Ace p'tit déj vitamines (auchan),48,100,ml
Achards de légumes,291,100,gramme
Achi corn,108,100,gramme
Acitivia au miel,94,100,gramme
Acivia brassé nature,67,100,gramme
Acm 20,371,100,gramme
Acras de morue (cora - par 12),298,100,gramme
Acras de morue de marque servifrais,206,100,gramme
Acras de morus servifrais,206,100,gramme
Actifidus marque repère,60,100,gramme
Actifrais bel,134,1,pot
Actilife wellness crisp blé complet,346,100,gramme
Actimel (0% nature),28,100,gramme
Actimel 0 % saveur fruits rouges,29,100,ml
Actimel 0% ananas,32,100,gramme
Actimel 0% ananas de danone,28,100,gramme
Actimel 0% fruits rouges,28,100,gramme
Actimel 0% nature de danone,28,100,gramme
Actimel au gout de fraise,85,100,gramme
Actimel au gout orange,85,100,gramme
Actimel danone-nature sucré,72,100,gramme
Actimel danone-saveur multifruit,75,100,gramme
Actimel danone-saveur vanille,75,100,gramme
Actimel fraise,85,100,ml
Actimel multifruits de danone,85,100,gramme
Actimel nature,80,100,ml
Actimel nature sucré,83,100,gramme
Actimel orange,80,100,gramme
Actimel saveur fruits rouges 0%mg,29,100,gramme
Actimel vanille,88,100,gramme
Active drink protéine vanille,111.2,100,ml
Active drink protéine vanille (250ml),278,1,canette
Active power - power weight gain choco,377,100,gramme
Active power bcaa powder,386,100,gramme
Active power power carbo plex,400,100,gramme
Active power power protein 80 saveur coco,377,100,gramme
Active power power protein 80 saveur vanille,382,100,gramme
Active power whey protein isolat 100,377,100,gramme
Active pro saveur chocolat,352,100,gramme
Activia 0 % ananas,55,100,gramme
Activia 0% fraises 0% sucres ajoutés,51,100,gramme
Activia 0% mangue,65,1,pot
Activia à la mangue de danone,138,1,pot
Activia a la rhubarbe,93,100,gramme
Activia à verser,50,100,ml
Activia abricots,96,100,gramme
Activia au citron de danone,119,1,pot
Activia au fromage blanc à la fraise,110,100,gramme
Activia au fromage blanc à la fraise : par pot de 125g,137,100,gramme
Activia au fromage blanc à la pêche,112,100,gramme
Activia au fromage blanc à la pêche : par pot de 125 g,140,100,gramme
Activia au fromage blanc-fraise de danone,138,1,pot
Activia au fromage blanc-peche de danone,141,1,pot
Activia au muesli de danone,136,1,pot
Activia aux 2 cereales de danone,136,1,pot
Activia aux blé complet de danone,136,1,pot
Activia aux cranberries,93,100,gramme
Activia aux figues,100,100,gramme
Activia aux fruits de danone,130,1,pot
Activia aux kiwis de danone,128,1,pot
Activia aux peches blanches de danone,123,1,pot
Activia aux pruneaux de danone,129,100,gramme
Activia céréales et blé complet de danone,132,1,pot
Activia coco de danone,119,1,pot
Activia datte de danone,138,1,pot
Activia de danone au bifidus actif nature,68,100,gramme
Activia Éclats de noix céréales,117,100,gramme
Activia framboise 0 %,52,100,gramme
Activia fruits,96,100,gramme
Activia fruits ananas,118,1,pot
Activia fruits des bois 0%,53,100,gramme
Activia fruits secs,118,1,pot
Activia gout vanille de danone,119,1,pot
Activia nature 0 %,45,100,gramme
Activia nature danone,62,100,gramme
Activia nature de danone,83,1,pot
Activia nature et brassé de danone,90,1,pot
Activia poire céréale,107,100,gramme
Activia rhubarbe,94,100,gramme
Activia saveur framboise,96,100,gramme
Activia sur lit de fruits de danone,119,1,pot
Adzuki,361,100,gramme
Affligem,353,100,gramme
After eight,418.6,100,gramme
After eight à l'orange,29,1,unité
After eight mint,423,100,gramme
After eight orange,419,100,gramme
After eight par feuille,35,100,gramme
After height a la menthe de nestlé,30,1,unité
After max,360,100,gramme
Agar-agar (en poudre),15,100,gramme
Agave,308,100,gramme
Agneau (collier-navarin),250,100,gramme
"Agneau américain, côte maigre grillée",235,100,gramme
Agneau aux legumes gillés et semoule fleury michon,452,1,part
Agneau cervelle,120,100,gramme
Agneau coeur,101,100,gramme
Agneau cotelette,204,100,gramme
Agneau epaule,252,100,gramme
Agneau foie,120,100,gramme
Agneau gigot,216,100,gramme
Agneau langue,270,1,portion
Agneau rognons,87,1,portion
Agneau selle,234,100,gramme
"Agneau, filet",114,100,gramme
Aiglefin,107,1,portion
Aigre douce uncle bens,88.4,100,gramme
Aiguilettes de canard le gaulois,99,100,gramme
Aiguilettes de volaille à la normande et tagliatelles,155,100,gramme
Aiguillades de jambon au poivre madrange,124,100,gramme
Aiguillades de jambon au poivre madrange : par tranche de 20g,24,100,gramme
Aiguillette de boeuf,200,100,gramme
Aiguillette de poulet sauce moutarde de marie,490,1,portion
Aiguillette de poulet tandoori picard,143,100,gramme
Aiguillettes de canard,99,100,gramme
Aiguillettes de canard picard,128,100,gramme
Aiguillettes de poulet (carrefour),112,100,gramme
Aiguillettes de poulet + equilibre,288,1,portion
Aiguillettes de poulet au citron picard,125,100,gramme
Aiguillettes de poulet aux deux moutardes (cora ),112,100,gramme
Aiguillettes de poulet et legumes de fleury michon,253,1,part
Aiguillettes de poulet grille fleury michon,132,100,gramme
Aiguillettes de poulet marinée thym-citron père dodu,118,100,gramme
Aiguillettes de poulet picard,135,100,gramme
Aiguillettes de volaille aux champignons et riz,94,100,gramme
Aiguillettes poulet moutarde et citron,288,1,part
Aïki noodles chiken,117,100,gramme
Ail,137,100,gramme
Ail en poudre (1 tasse),450,1,portion
Ail en poudre (1/5 tasse),90,1,portion
Ail frais,92.6,100,gramme
Ail la gousse ,4,1,unité
Aile de poulet à griller enfarinées et frites,321,100,gramme
Aile de raie,91,100,gramme
Ailladou ail et fines herbes (fromage),261,100,gramme
Ain el peto à la graine de lin (par tranche),110,1,tranche
Aioli,228,1,portion
AÎoli huile olive,722,100,gramme
Airelles,25,100,gramme
Airelles au naturel,16,100,gramme
"Albona : farine ""crêpe express""",335,100,gramme
Alcool calories,700,100,gramme
Aligot picard,362,1,portion
All bran chocolat ,349,100,gramme
All bran de kellogg's chocolat,349,100,gramme
All bran fibres plus,280,100,gramme
All bran fruits et fibres kellogg's,358,100,gramme
All bran mini breaks (une unité de 24g),92,1,unité
All bran pétales,326,100,gramme
All-bran,334,100,gramme
All-bran figue et pomme,327,100,gramme
Allumettes allégées fumées tradilège marque repère,201,100,gramme
Allumettes de jambon (leclerc),103,100,gramme
Allumettes de jambon 4% de mg,118,100,gramme
Allumettes de jambon fleury michon,114,100,gramme
Allumettes de volaille 2x75g fleury michon,118,100,gramme
Allumettes lardons fumés u,250,100,gramme
All'bran fibre +,175,100,gramme
All'bran fique & pomme kellogg's,318,100,gramme
Alose,170,100,gramme
Aloyau de boeuf,266,100,gramme
Aloyau de veau,175,100,gramme
Alpen,353,100,gramme
Alpro (boisson goût banane),80,100,ml
Alpro (boisson goût chocolat),76,100,ml
Alpro (boisson goût vanille),70,100,ml
Alpro (crême fraîche),168,100,ml
Alpro (cuire et rôtir),676,100,gramme
Alpro (lait nature),47,100,ml
Alpro (lait sans sucre ni sel),35,100,ml
Alpro (pudding goût chocolat),81,100,gramme
Alpro (pudding goût vanille),81,100,gramme
Alpro (yougourt nature),59,100,gramme
Alpro soja cuire et rotir,680,100,gramme
Alpro soja drink au calcium,43,100,ml
Alpro soja light (drink nature),29,100,ml
Alpro soja light 15% ( margarine),146,100,gramme
Alpro soja yahourt,79,100,gramme
Alpro soya chocolat (puur-fondant),92,100,gramme
Alpro soya crème de cuisine,703,100,gramme
Alpro soya minarine 0% cholesterol,361,100,gramme
Amandes,578,100,gramme
Amandes (pamp snacks),641,100,gramme
Amandes (une unité),10,1,unité
Amandes bio (damiano),606,100,gramme
Amandes bio (moulues) coop,589,100,gramme
Amandes blanchies et sechées (10/100 tasse),89,1,portion
Amandes blanchies et sechées (12/100 tasse),106.8,1,portion
Amandes blanchies et sechées (32/100 tasse),284.8,1,portion
Amandes blanchies et sechées (34/100 tasse),302.6,1,portion
Amandes blanchies et sechées (36/100 tasse),320.4,1,portion
Amandes blanchies et sechées (38/100 tasse),338.2,1,portion
Amandes blanchies et sechées (4/100 tasse),35.6,1,portion
Amandes blanchies et sechées (40/100 tasse),356,1,portion
Amandes blanchies et sechées (6/100 tasse),53.4,1,portion
Amandes blanchies et sechées (8/100 tasse),71.2,1,portion
Amandes blanchies et sechées (la demi-tasse),445,1,portion
Amandes blanchies et sechées (la tasse entière),890,1,portion
Amandes campobasso,576,100,gramme
Amandes de californie sèches,576,100,gramme
Amandes decortiquees carrefour,608,100,gramme
Amandes effilées auchan,641,100,gramme
Amandes grillées à sec non salées,639,100,gramme
Amandes grillées et salées (leader price),620,100,gramme
Amandes rôties au miel non blanchies,594,100,gramme
Amandes rôties dans l'huile blanchies,613,100,gramme
Amandina   vegetal,57,100,ml
Amandina choko (perl'amande),77,100,gramme
Amandine,349,1,unité
Amarante,35,100,gramme
Amaretti leader price (macarons aux amandes),436,100,gramme
Ambiance benenuts,508,100,gramme
American bun's bolognaise-mc cain,261,100,gramme
American bun's jambon ketchup-mc cain,255,100,gramme
American burger harry's,286,100,gramme
American sandiwch 7 céréales harry's,259,100,gramme
American sandwich harrys 7 céréales,279,100,gramme
American sandwich harry's complet,241,100,gramme
Americano,128,1,part
Amidon de maïs,340,100,gramme
Amidon de mais cireux,176,1,portion
Amora sauce crudités persil & ciboulette,70,1,portion
Anabolic evolution (weider),379,100,gramme
Ananas,50,100,gramme
Ananas (compote),88,100,gramme
Ananas au sirop en conserve,90,1,portion
Ananas au sirop st mamet,66,100,gramme
Ananas calories,50,100,gramme
Ananas cru (1 tranche mince),27,1,tranche
Ananas cru (1 tranche),43,1,tranche
Ananas cru (variété extra sucrée),51,100,gramme
Ananas cru (variétés traditionnelles),45,100,gramme
Ananas en conserve dans du jus (égoutté),60,100,gramme
Ananas en conserve dans du jus (solides et liquide),60,100,gramme
"Ananas en conserve dans du jus, égoutté",60,100,gramme
Ananas en conserve dans du sirop épais (solides et liquide),78,100,gramme
Ananas en conserve dans du sirop extra épais (solides et liquide),83,100,gramme
Ananas en conserve dans du sirop léger (solides et liquide),52,100,gramme
"Ananas en conserve, dans de l'eau",15,1,tranche
Ananas en morceaux congelés et sucrés,86,100,gramme
Ananas en morceaux picard,59,100,gramme
Ananas en morceaux surgelés picard,59,100,gramme
Ananas frais,47,100,gramme
Ananas surgelé en morceaux (leader price),45,100,gramme
Ancel biscuits apéritifs sticks et bretzels,376,100,gramme
Anchois,160,100,gramme
Anchois (à l'huile),302,100,gramme
Anchois frais,240,1,portion
Anchois- filets à l'huile equilibre - la monégasque,208,100,gramme
Andouille,300,100,gramme
Andouille de guéméné,24,1,tranche
Andouille de troyes,384,1,unité
Andouille de vire,72,100,gramme
Andouillette,235.2,100,gramme
Andouillette (une unité),351,1,unité
Andros compote pomme avec morceaux,100,100,gramme
Andros confiture allégée cerises,183,100,gramme
Andros delice de peche,77,100,gramme
Andros pocket,75,100,gramme
"Andwich subway 6"" chicken tikka + légumes + fromage + pain italien sans sauce",369,100,gramme
Aneth déshydraté (1 tasse),150,1,portion
Aneth déshydraté (1/5 tasse),30,1,portion
Aneth en graines (1 tasse),350,1,portion
Aneth en graines (1/5 tasse),70,1,portion
"Aneth frais, en branches (1 tasse)",5,1,portion
"Aneth frais, en branches (1/5 tasse)",1,1,portion
Aneth séchée,342.8,100,gramme
"Angue de boeuf piquante, purée de pomme de terre picard",127,100,gramme
Anguille (de mer fumée),207,100,gramme
Anguille (de rivière fumée),385,100,gramme
Anguille fraiche,230,100,gramme
Anis en graines,337,100,gramme
Anis en graines (1/5 tasse),70,1,portion
Anis sirop à l'eau (une dose de 10g),33,1,unité
Anisette,320,100,ml
Anneaux de calmar picard,46,100,gramme
Anone,94,100,gramme
Apaulo,70,100,gramme
Apéricube la vache qui rit,16,1,unité
Apérimis (bouchées apéritives au surimi) fleury michon,182,100,gramme
Apériterrines : saint-jacques à l'huile d'olive tassos,220,100,gramme
Apéritif à la gentiane,150,100,ml
Apéritif anisé sans alcool,0,100,ml
Aperitif apérifruit raisin ananas papayes banane noix de coco (lorenz),400,100,gramme
Apérivrais à la provençale ,324,100,gramme
Appenzell,409,100,gramme
Apple pie maison,130,100,gramme
Aptonia amino acid chains liquid,190,100,ml
Aptonia amino comprimés vanille,3.16,1,unité
Aptonia barre protein 29 fruits rouges/ choco blanc,390,100,gramme
Aptonia barre protein29 choco/coco,186,1,unité
Aptonia barre protein29 choco/praliné,190,1,unité
Aptonia barre pruneaux-figue,335,100,gramme
"Aptonia cereal bars, abricot",381,100,gramme
"Aptonia cereal bars, fruits rouge",388,100,gramme
Aptonia duopro praliné,370,100,gramme
Aptonia hydra energie,372,100,gramme
Aptonia hydra récupération fruits exotiques,382,100,gramme
Aptonia mass gainer chocolat,370,100,gramme
Aptonia mass gainer vanille,394,100,gramme
Aptonia milk protein,370,100,gramme
Aptonia mk protéine vanille,370,100,gramme
Aptonia protein90 chocolat,366,100,gramme
Aptonia protein90 fraise,373,100,gramme
Aptonia protein90 neutre,376,100,gramme
Aptonia protein90 vanille,371,100,gramme
Aptonia vegetal 36,350,100,gramme
Aptonia weight gain banane,371,100,gramme
Aptonia weight gain chocolat,363,100,gramme
Aptonia weight gain fraise,371,100,gramme
Aptonia weight gain vanille,383,100,gramme
Aquinoa,300,100,gramme
Arachide (pâte),610,100,gramme
Arachides jumbo (cacahuètes grillées),567,100,gramme
Arachides seeberger à décortiquer (non grillées),567,100,gramme
Araignée (boeuf),200,100,gramme
Araignée de mer,95,100,gramme
Arancia rossa fruitissima (jus de pamplemousse rose),45,100,gramme
Arbouse,105,100,gramme
Armagnac,250,100,ml
Arôme naturel de vanille liquide,259,100,gramme
Arôme vanille artificiel [vahiné],256,100,gramme
Artichaud,36,100,gramme
Artichaud et herbes aromatiques a l'huile prêt a l'emploi pour salades et aperitifs (rustica),75,100,gramme
Artichaut bouilli et égoutté,60,1,unité
Artichaut coeurs en conserve,26,1,portion
Asperge cuite,19,100,gramme
Asperges,28.3,100,gramme
Asperges (pointes) auchan,24,100,gramme
Asperges aux croutons soupe,46,100,gramme
Asperges blanches en bocal king's crown,19,100,gramme
Asperges en boîte ,12,100,gramme
Asperges vertes miniatures,13,100,gramme
Asperges vertes picard,23,100,gramme
Asperges vertes st eloi,108,100,gramme
Assaisonement pour burrito,311,100,gramme
Assaisonnement épices pour fajitas ,285,100,gramme
Assaisonnement pour tarte à la citrouille,342,100,gramme
Assaisonnement pour tarte à la citrouille (1 tasse),300,1,portion
Assaisonnement pour tarte à la citrouille (1/5 tasse),60,1,portion
Assaisonnement pour volaille,307,100,gramme
Assortiment asiatique,223,100,gramme
Assortiment gateaux discount carrefour,513,100,gramme
Assortiment salé gourmand belin,536,100,gramme
Assortiment salé tradition,515,100,gramme
Athérine,85,100,gramme
Atkins vanilla shake,47,100,ml
Aubergine,17.8,100,gramme
Aubergine bouillie et égouttée,35,100,gramme
Aubergine braisée (miki),109,100,gramme
Aubergine crue,29,100,gramme
Aubergine marinée,49,100,gramme
Aubergines frites à l'huile,302,100,gramme
Aubergines grillées,20,100,gramme
Auchan flocons d'avoine,340,100,gramme
Auchan matin vitalité,472,100,gramme
Auchan tablette choco crac',522,100,gramme
Auchan yaourt nature maigre 0%,40,100,gramme
Aumônieres au fromage de chêvre (casino delices,317,100,gramme
Autruche (filet),103,100,gramme
Autruche (steak),99,100,gramme
Avocat,220,100,gramme
Avocat (une unité),361,1,unité
Avocat au crabe,190.4,100,gramme
Avocat calories,220,100,gramme
"Avocat de floride, cru (1 quartier de fruit)",91,1,portion
Avocat nature,155,100,gramme
Avoine (farine),350,100,gramme
Avoine (flocons),367,100,gramme
Avoine (flocons) jardin bio,369,100,gramme
Avoine (grains),334,100,gramme
Avoine (son),246,100,gramme
Avoine en poudre myprotein,388,100,gramme
Avoine en poudre nutrimuscle,352,100,gramme
Avoine instantanée myprotein,388,100,gramme
Avoine quaker oats,356,100,gramme
Azi muts biscuits avec tablette de chocolat au lait et noisettes,795,100,gramme
Ba bifidus actif vanille 0%,39,100,gramme
Baba au rhum,297,100,gramme
Baba au rhum leader price (rayon frais) : par portion de 150 g,231,1,portion
Baby carottes (florette),38.6,100,gramme
Babybel,315,100,gramme
Babybel au cheddar,370,100,gramme
Babybel au cheddar : par unité de 20g,74,1,unité
Babybel au chèvre,317,100,gramme
Babybel mini 1 unité,68,1,unité
Babybel mini light,203,100,gramme
Bacon (filet),123,100,gramme
Bacon cheese charal,275,100,gramme
Bacon de volaille isladélice,115.2,100,gramme
Bacon émincé fleury michon 75gr,81,1,portion
Bacon fumé,385,100,gramme
Bacon fume carrefour,112,100,gramme
Bacon herta,119,100,gramme
Bacon salé cuit au four (1 tranche crue),142,1,unité
Bacon salé cuit au four (1 tranche cuite),44,1,unité
Badoit,0,100,ml
Bagel à la cannelle et aux raisins secs grillé,71,1,unité
Bagel au son d'avoine,66,1,unité
Bagel crisps new york style,465,100,gramme
Bagel mouelleux,250,100,gramme
Bagel nature,210,100,gramme
Bagel nature (picard),224,100,gramme
Bagel pom new-york blé entier,250,100,gramme
Bagels précuit - coop,242,100,gramme
Baguette,284,1,unité
Baguette céréales et graines,273.9,100,gramme
Baguette meunière (carrefour),252,100,gramme
Baguette perene multicéréales (simpy marquet),300,100,gramme
Baguette précuite en quart lidl,237,100,gramme
Baguette viennoise choco paul,341,100,gramme
Baguette viennoise la boulangère (pour 85 g),280,1,unité
Baguettes viennoises la boulangère : par unité de 85g,280,1,unité
Baguettine 5 céréales de jacquet,395,100,gramme
Baguettines bridor,420,1,unité
Baies de goji,370,100,gramme
Baies goji pharm'up,195,100,gramme
Baileys,327,100,ml
Baiocchi (biscuits barilla),497,100,gramme
Baiocchi mulino bianco - barilla,497,100,gramme
Balade choco,233,100,gramme
Balade sauce à la crème fraiche curry ( savoureuse et légère ),107,100,ml
Balade solight doux,214,100,gramme
Balanes (glands) sechées,509,100,gramme
"Balanes (glands), crues",387,100,gramme
Balisto,412.9,1,unité
Balisto au muesli,213,1,unité
Balisto aux raisins,212,100,gramme
Balisto chocolat,510,100,gramme
Balisto chocolat fruits rouges,503,100,gramme
Balisto chocolat miel amandes,513,100,gramme
Balisto chocolat miel amandes par unité,111,1,unité
Balisto chocolat par barre,118,1,unité
Balisto fruits des bois,213,1,unité
Balisto fruits des bois (une barre de 20 g),103,1,unité
Balisto lait miel amande,517,100,gramme
Balisto lait miel amandes,517,100,gramme
Balisto muesli mix,508,100,gramme
Balisto noisette,223,1,unité
Bambou pousses,35,100,gramme
Banana split (le petit basque),256,100,gramme
Banana split mamie nova : par portion de 85 g,170,1,portion
Banane,90,100,gramme
Banane (1 petit fruit),90,1,unité
Banane (1 très petit fruit),72,1,unité
Banane (petites bananes de colombie),104,100,gramme
"Banane chips, cristallisée",512,100,gramme
Banane déshydratée ou en poudre,346,100,gramme
Banane plantain,126,100,gramme
Banane sèche,289,100,gramme
Bananes chips daco bello,545,100,gramme
Banania,379,100,gramme
Banania+lait écrémé,86.5,100,ml
Banette,302,100,gramme
Banette coeur de lin,251,100,gramme
Banette moisson,249,100,gramme
Banquette de veau aux petits légumes en conserve (netto),83,100,gramme
Bar,98,100,gramme
Bar poisson,111,100,gramme
Barbe à papa,301,100,gramme
Barilla - pipe rigate,337,100,gramme
Barilla - spaghetti,337,100,gramme
Barilla integrali blé complet,337,100,gramme
Barilla lazagne,360,100,gramme
Barilla orizzonti ferro e lenticchie,340,100,gramme
Barilla penne rigate n°73,350,100,gramme
Barilla sauce bolognese,95,100,gramme
Barilla spaghetti n°5 cottura 8 minuti,350,100,gramme
Barquette 3 chatons de lu,350,100,gramme
Barquette de lu chocolat noisettes lait,489,100,gramme
Barquette fraise marque repere,384,100,gramme
Barquette lasagnes bolognaise monoprix,120,1,portion
Barquettes abricot lu,354,100,gramme
Barquettes fraise lu,354,100,gramme
Barquettes framboise lu,354,100,gramme
Barre aux protéines herbalife,134,1,unité
Barre bretonne (quatre quart) 'winny',445,100,gramme
Barre caramel 'repas minceur' gerlinéa : pour une barre de 31g,118,1,unité
Barre caramel 'repas minceur' gerlinéa : pour une barre de 31g,118,1,unité
Barre cereal nesquik,104,1,part
Barre céréale auchan fruits rouges,344,1,unité
"Barre cereale aux fruits rouges, fine ligne, leader price",72,1,portion
Barre céréale cacahuète,448,100,gramme
Barre céréale fruits rouge taillefine,80,1,unité
Barre céréale grany chocolat lait/blé complet,70,1,unité
Barre céréale grany chocolat noir/blé complet,67,1,unité
Barre céréale grany équilibre blé complet & chocolat noir,67,1,portion
Barre céréale kellogs spécial k chocolat au lait,80,1,unité
Barre cereale noix de coco chocolat au lait carrefour,447,100,gramme
Barre cereale pomme verte champion,387,100,gramme
Barre céréale spécial form riz et blé complet ed,376,100,gramme
Barre céréale spécial k fruit rouge,84,1,unité
Barre céréales  pomme verte (carrefour),380,100,gramme
Barre céréales chocolat blanc (fitness),90,1,unité
Barre céréales et chocolat - taillefine,79,1,unité
Barre céréales fitness chocolat au lait,91,1,unité
Barre céréales fitness chocolat blanc,90,1,unité
Barre céréales granny equilibre chocolat noir,67,1,unité
Barre céréales grany riz soufflé et chocolat,415,100,gramme
Barre céréales linessa (lidl) nuss & mandel,99,1,unité
Barre céréales linessa (lidl) pomme,95,1,unité
Barre céréales pomme (auchan),382,100,gramme
Barre cereales proteine,320,100,gramme
Barre cereales raisins et chocolat au lait carrefour,391,100,gramme
Barre céréales sirius (lidl) choco banane,110,1,unité
Barre céréales spécial k amandes et arachides,90,1,portion
Barre céréales-chocolat sundy : par unité,182,1,unité
Barre céréales/chocolat sundy (nestlé),506,100,gramme
Barre cerealiere a la pomme verte carrefour discount,380,100,gramme
Barre cerealiere au chocolat et au caramel carrefour,401,100,gramme
Barre cerealiere chocolat cacahuetes 1er prix carrefour,452,100,gramme
Barre cerealiere fraise chocolat blanc 1er prix carrefour,385,100,gramme
Barre cerealieres chocolat banane 1er prix carrefour,422,100,gramme
Barre chocapic,104,1,unité
Barre chocapic nestlé : par unité,104,1,unité
Barre chocolat gerlinea *2,237,1,portion
Barre chocolat lait menthe animation,106,1,part
Barre croustillante chocolat céréales,384,100,gramme
Barre de céréale - casino chocolat noir,451,100,gramme
Barre de cereale - coco pops,430,100,gramme
Barre de cereale - frosties,420,100,gramme
Barre de cereale - frosties gout choco,425,100,gramme
Barre de cereale - kelloggs all-bran nature,390,100,gramme
Barre de cereale - kelloggs all-bran pomme,395,100,gramme
Barre de cereale - kelloggs barre fruit  n fibre,387,100,gramme
Barre de cereale - kelloggs extra amandes caramel,441,100,gramme
Barre de cereale - kelloggs extra chocolat,441,100,gramme
Barre de cereale - kelloggs extra framboise et yaourt,448,100,gramme
Barre de cereale - kelloggs rice krispies,418.6,100,gramme
Barre de cereale - kelloggs smacks,427,100,gramme
Barre de cereale - kelloggs special k  pepites chocolat,403,100,gramme
Barre de cereale - kelloggs special k  pepites pommes poires,385,100,gramme
Barre de cereale - kelloggs special k fruits rouges,389,100,gramme
Barre de cereale - kelloggs special k poires chocolat,390,100,gramme
Barre de cereale chocolat noir auchan,20.8,1,part
Barre de céréale granny 5 céréales et morceaux de chocolat,89,1,unité
Barre de cereale grany 5 cereales et morceaux de fraises et framboises,76,1,unité
Barre de cereale nestle fitness chocolat au lait,372,100,gramme
Barre de cereale nestle fitness(235g) chocolat au lait,87,1,unité
Barre de cereale pomme verte swing aldi,79,1,unité
Barre de cereale special k au choclat au lait,80,1,unité
Barre de cereale special k fruits rouge,82,1,unité
Barre de céréales - cookie crisp (par portion de 22g),92,1,portion
Barre de céréales ananas swing aldi (unité de 21 g),83,1,unité
Barre de céréales chocolat - leclerc,430,100,gramme
Barre de céréales frosties kellogg's : par unité de 25g,104,100,gramme
"Barre de céréales fuits rouges, fortimel nutricia",125,1,unité
Barre de céréales gerblé sport aux fruits,97,1,unité
"Barre de céréales musli, abricot et noix de coco",149,1,unité
Barre de céréales raisins et amandes gayelord hauser,86,1,unité
Barre de cereales special k delissima cerise,88,1,portion
Barre de régime gerlinéa,404,100,gramme
Barre de régime gerlinéa (chocolat noir et blanc),395,100,gramme
Barre de régime gerlinéa (chocolat-orange) 31g,129,1,unité
Barre de régime gerlinéa saveur chocolat,382.2,100,gramme
Barre de son d'avoine dukan nature,81.63,1,portion
Barre de son d'avoine dukan saveur noisette,80.9,1,unité
Barre de substitut de repas carrefour agir,338,100,gramme
Barre diet npc saveur menthe (36g),122,1,unité
"Barre eat natural (amande, abricots, yaourt)",446,100,gramme
Barre énergétique vector,230,1,unité
Barre énergétique x-treme protein flash,385,100,gramme
Barre fitness chocolat blanc,385,100,gramme
Barre fitness chocolat lait,386,100,gramme
Barre fourrée figues pruneaux ligne fine leader price,74,1,unité
Barre fourrées gerlinea,358,100,gramme
Barre gerlinéa chocolat,114,1,part
Barre gerlinéa chocolat & orange,404,100,ml
Barre glacée bounty,279,100,gramme
Barre glacee bounty 25ml,73,1,unité
Barre glacée bounty : par unité de 25ml,73,1,unité
Barre golden grahams,104,1,unité
Barre gourmande choco cafe,128,1,unité
Barre granola à l'avoine aux fruits et aux noix,171,1,unité
Barre granola nutri-grain fourrée aux fraises (kellogg's),135,1,unité
Barre granola tendre aux noix et raisins secs,127,1,unité
Barre granola tendre aux raisins secs,125,1,unité
Barre granola val nature avoine/miel,220,1,unité
Barre grany equilibre fruits rouges,66,1,unité
"Barre grany maniac aux 4 céréales enrobée de chocolat : par barre de 26,5 g",121,1,unité
Barre hyper protéinée x-treme power flash de inkospor,372,100,gramme
Barre hyperprotéinée au chocolat de gayelord hauser,139,100,gramme
Barre hyperproteinee milical choco banane,85,1,unité
Barre hyperproteinées maison,180,1,portion
Barre isostar cereal max,379,100,gramme
Barre isostar power high protein  25,375,100,gramme
Barre isostar pulse chocolat,413,100,gramme
Barre kinder,68.2,1,unité
Barre kinder country,127,1,unité
Barre lion,220,1,unité
Barre lion nestlé,503,100,gramme
Barre macumba noisette ,545,100,gramme
Barre mémoire orange-chocolat gerblé : par unité de 20g,85,1,unité
Barre milical hyperprotéiné chocolat 27g,87,1,unité
Barre milical hyperprotéiné saveur chocolat noix de coco,85,1,unité
Barre minceur chocolat noir et blanc,317,100,gramme
"Barre mousse nougat à la fraise enrobée de chocolat noir weight watchers, par barre de 20 g",78,1,unité
Barre muesli chocolat nestlé,162,1,unité
Barre muesli chocolat raisin nestlé,160,1,unité
Barre muesli+ ravensbergen,423,100,gramme
Barre noix de coco,335,100,gramme
Barre nutrisvelte personnelle,260,1,unité
Barre pâtissière (prix gagnant),354,100,gramme
Barre patissière a la vanille et aux oeufs frais (lidl),349,100,gramme
