name,calories,portion,unite
Miel pop (kellogg's),172,100,gramme
Miel pops Kellogg's,381,100,gramme
Miel pops cracks Kellogg's,109,1,bol
Miel saveur douce monoprix,321,100,gramme
Miettes a la chair de crabe Leclerc marque repère,120,100,gramme
Miettes de surimi à la chair de crabe Fleury michon,118,100,gramme
Miettes de thon à la tomate Petit navire,138,100,gramme
Miettes de thon à la tomate Monoprix,105,100,gramme
Miettes de thon à la tomate odyssée,142,1,boite
Miettes gout crabe Leader price,117,100,gramme
Mignardises - salade bonduelle,23,100,gramme
Mignon Kambly,485,100,gramme
Mignonette côte d'or (lait),550,100,gramme
Mijoté de boeuf aux légumes Findus,110,100,gramme
Mijoté de dinde & tagliatelles fleury michon,131,100,gramme
"Mikado ""chocolat caramel""",490,100,gramme
Mikado (biscuit),459,100,gramme
Mikado gateau,459,100,gramme
Mikado trio,485,100,gramme
Miko magnums chocolat blanc,210,100,gramme
Milk-shake (250 ml),273,100,gramme
Milk-shake diet skn,337,100,gramme
Milka Amora,91,1,verre
Milka Caramel,540,100,gramme
Milka copaya (chocolat blanc à la noix de coco),565,100,gramme
Milka lait riz croustillant,505,100,gramme
Milka Maxiccino,415,100,gramme
Milka Melo Cakes,425,100,gramme
Milka mini-tablettes : par unité de 29 g,153,100,gramme
Milka noisette Milka,136,1,portion
Milka Tendre Moments à la Mousse Chocolat,560,100,gramme
"Milka Tendrella Mini Tablettes Goût Pâte de Noisettes ""Pour 3 carrés""",80,100,gramme
Milka Tendres Moments Chocolat à la Mousse de Praliné,570,100,gramme
Milkshake mcdo vanille 345g,385,100,gramme
Milky way barre,413,100,gramme
mille'choc gaufrette chocolat bjorg,550,100,gramme
Mille-feuille (unité),320,100,gramme
Mille-feuilles,284,100,gramme
Mille-feuilles (150 g),426,100,gramme
Millet (grain),342,100,gramme
Mimolette,344,100,gramme
Mimolette jeune,345,100,gramme
Mimolette vieille,421,100,gramme
Minarine buttella à tartiner 25%,224,100,gramme
Minestrone liebig (en brick),45,100,gramme
Mini best vanille 45ml Picard,115,100,gramme
Mini biscotte au chocolat Casino,440,100,gramme
Mini bn à la fraise Bn,420,100,gramme
Mini bn coeur de noisette (par sachet de 4 unités),212,100,gramme
Mini bn coeur de noisette (pour 100g),501,100,gramme
Mini bn malin à la pulpe de fruits - 25% de sucre en moins,399,100,gramme
Mini bn malin à la pulpe de fruits rouges - 25% de sucre en moins : par pochon,168,100,gramme
Mini bn malin parfum chocolat - 25% de sucre en moins,480,100,gramme
Mini bn malin parfum chocolat - 25% de sucre en moins : par pochon de 42 g,201,100,gramme
Mini chocolate Cakes chez LIDL paq de 14x30Grs,467,100,gramme
Mini compote à emporter (dia) saveur pomme-fraise,73,100,gramme
Mini craquinette chocolat,430,100,gramme
Mini craquinette chocolat (sachet individuel 40g),172,100,gramme
mini craquinette mûre/myrtilles,375,100,gramme
Mini flamm'kueche Thiriet,268,100,gramme
Mini flûtes feuilletées 'salées' Croc'city,467,100,gramme
Mini flûtes feuilletées salées Croc'city,93,1,portion
Mini gâteau fourré fraise Monoprix,126,1,unité
Mini gâteau pépites de chocolat Monoprix,140,1,unité
Mini glace chocolat lidl,325,100,gramme
Mini glace fruits lidl,158,100,gramme
Mini graines de soja aux chocolat au lait Monoprix,288,55,gramme
Mini gratin choux fleurs aldi Aldi,100,100,gramme
Mini gratins de pommes de terre Thiriet,156,100,gramme
mini mars,449,100,gramme
Mini moelleux au chocolat (par 12) Picard,452,100,gramme
Mini moelleux de polenta à l'italienne Picard,215,100,gramme
Mini pain au chocolat de boulangerie,28,1,unité
Mini pain au chocolat de boulangerie,28,1,unité
Mini pastilles du mineur sans sucre Georges verquin,6,1,unité
Mini pastilles du mineur sans sucre : par bonbon,6,100,gramme
Mini pizza : piccolinis original jambon fromage Maggi,228,255,gramme
Mini roulé,486,100,gramme
"Mini Saucisses Sèches, marque: Champion",492,100,gramme
"Mini serpentini, panzani",358,100,gramme
Mini sucettes sans sure chupa chup relax,240,100,gramme
Mini-babybel au chèvre : par unité de 20g,63,100,gramme
Mini-best sorbet picard : unité de 45 ml,40,100,gramme
Mini-best vanille enrobage fruits picard : par unité de 45 ml,51,100,gramme
"Mini-breaks ""Kellogg's Special K"", nature",409,100,gramme
"Mini-breaks ""Kellogg's Special K"", nature, le sachet de 24 g",98,100,gramme
Mini-cake aux fruits weight-watchers ; par unté,68,100,gramme
"Mini-cake chèvre tomate courgette, à trancher Picard",299,100,gramme
Mini-cakes aux fruits brossard : par unité,115,100,gramme
Mini-cakes aux fruits super u,395,100,gramme
"Mini-cakes aux fruits super u : par unité de 37,5 g",148,100,gramme
"Mini-cakes aux fruits, p'tit déli Leclerc marque repère",370,100,gramme
Mini-cannelés surgelés pilpa,300,100,gramme
Mini-cannelés surgelés pilpa : par unité de 16g,48,100,gramme
Mini-cône vanille picard : par unité de 25 ml,35,100,gramme
Mini-corolles apéritives Picard,205,100,gramme
Mini-craquinettes mûre-myrtille lu,375,100,gramme
Mini-craquinettes mûre-myrtille lu : par sachet de 40 g,150,100,gramme
Mini-croissant de boulangerie,37,1,unité
Mini-croustillants apéritifs Picard,330,180,gramme
Mini-épis de maïs au vinaigre Wanchai ferry,19,100,gramme
Mini-épis de maïs Géant Vert,28,100,gramme
Mini-feuilletés apréitifs Picard,304,100,gramme
Mini-flamm'kueche Thiriet,268,100,gramme
"Mini-fourrés chocolat ""Fournelle""",467,100,gramme
"Mini-fourrés chocolat (sachet individuel) ""Fournelle"", 1 mini-fourré de 30g",140,100,gramme
"Mini-gâteaux aux pépites de chocolat, p'tit déli Leclerc marque repère",410,100,gramme
"Mini-gâteaux fourrage chocolat, p'tit déli Leclerc marque repère",471,100,gramme
Mini-gratin de légumes du jardin,125,100,gramme
Mini-gratin pommes de terre bolets et cèpes Leader price sublime,107,100,gramme
"Mini-marbrés au chocolat, p'tit déli Leclerc marque repère",468,100,gramme
"Mini-mars  = unité de 19,7 g",88,100,gramme
Mini-pains d'épices au miel brossard : par unité de 12g,37,100,gramme
"Mini-pot chocolat, dessert glacé allégé picard : pot de 125 ml",82,100,gramme
Mini-pot de sorbet au litchi françois théron picard,56,100,gramme
"Mini-pot vanille, dessert glacé allégé picard : pot de 125 ml",73,100,gramme
Mini-roulés à la fraise lu,335,100,gramme
Mini-roulés à la fraise lu : par unité,84,100,gramme
Mini-roulés aux abricots lu,335,100,gramme
Mini-roulés aux framboises lu,335,100,gramme
Mini-roulés pépito,410,100,gramme
Mini-savane aux fruits (fraise ou abricots) lu / brossard,367,100,gramme
Mini-savane aux fruits (fraise ou abricots) lu / brossard : par gâteau de 25 g,92,100,gramme
Mini-tablettes de chocolat noir aux éclats de caramel nestlé : par unité,39,100,gramme
Mini-tablettes de chocolat noir éclat noir nestlé : par unité,39,100,gramme
Miniquich,516,100,gramme
Minis roulés à l'abricot lu Lu,83,1,unité
Minute soup pois jambon Royco,45,100,gramme
Minute soupe mouline de legumes Royco,60,1,paquet
Mirabelles,58,100,gramme
"Mises en bouche salées ""thiriet"" duo de saumon/crabe mousse/mousse chèvre-poivron",227,100,gramme
Mitonné de boeuf en parmentier Thiriet,144,1,part
Mix boulgour Jardin bio',328,100,gramme
Mix max cacao Leader price,156,1,unité
Mix max noix de coco et chocolat Leader price,155,1,unité
Moëlle,605,100,gramme
Moelleux au chocolat Picard,477,100,gramme
"Moelleux au chocolat 53% de cacao ""Gü"" en verrine",458,100,gramme
"Moelleux au chocolat 53% de cacao ""Gü"" en verrine, 1 pot de 70g",321,100,gramme
Moelleux au chocolat avec eclats de noix de coco Dr oetker,464,100,gramme
Moelleux au chocolat senoble 80 g,301,100,gramme
Moelleux au citron Dr oetker,423,100,gramme
Moelleux aux poires 'maison',140,1,part
Moelleux aux pruneaux weight watchers,326,100,gramme
Moelleux aux pruneaux weight watchers : par unité,65,100,gramme
Moelleux chocolat Thiriet,445,100,gramme
Moelleux chocolat noir 70% cacao belvita Lu,94,1,unité
Moelleux chocolat/noix de coco Thiriet,443,100,gramme
Moelleux muesli aux fruits rouges (gayelord hauser),435,100,gramme
Moelleux pomme-framboise gerblé,384,100,gramme
Moelleux pomme-framboise gerblé : par unité,88,100,gramme
moisse de foie de volaille,380,100,gramme
Moitiés de pêches au sirop Migros budget (m-budget),75.2,100,gramme
Moitiés de poires au sirop Migros budget (m-budget),74,100,gramme
Moka,323,100,gramme
Mollusques,70,100,gramme
Molve,85,100,gramme
Mon chéri chocolat fourré cerise et liqueur (unité=10g),42,100,gramme
"Mon goûter plaisir HIPP Biologique, céréales & lait",451,100,gramme
monaco à l'emmental crackers belin,555,100,gramme
Monoprix Brioche Pur Beurre Tranchée,358,100,gramme
Monoprix Briochettes Pur Beurre,340,100,gramme
Monoprix Salade Blé Thon,210,100,gramme
Monoprix Salade Mexicaine,97,100,gramme
Monoprix Salade Niçoise,67,100,gramme
Monoprix Salade Tajine,126,100,gramme
Monoprix Salade Thaï,90,100,gramme
Monoprix Taboulé à l'Huile d'Olive et Menthe,143,100,gramme
Monster munch jambon fromage Lorenz,500,100,gramme
Monster munch jambon fromage Lorenz,500,100,gramme
Monster munch ketchup Lorenz,500,100,gramme
Mont blanc grand marnier,121,100,gramme
Mont blanc pistache,111,100,gramme
Mont blanc riz au lait,113,100,gramme
Mont blanc vanille,142,100,gramme
Mont choco Kambly,529,100,gramme
Mont choco orange Kambly,490,100,gramme
Morbier,300,100,gramme
Morbier super u,350,100,gramme
Morceaux d'ananas au sirop Migros budget (m-budget),65,100,gramme
Morilles,28,100,gramme
Mortadelle,305,100,gramme
Morue (foie fumé impérial),517,100,gramme
Morue à la basquaise (conserve),258,100,gramme
Morue salée,163,100,gramme
Moules,119,100,gramme
Moules à l'escabèche Leader price,88,100,gramme
Moules à la niçoise en pot Carrefour,116,110,gramme
Moules à la provençale odyssee,95,100,gramme
Moules au naturel odyssée (conserve),103,100,gramme
Moules marinières décoquillées au vin blanc et aux oignons (surgelé) leader price,95,100,gramme
Mouliné aux légumes variés knorr,30,100,gramme
Mouliné de légumes du soleil bol micro-onde Carrefour,29,100,gramme
Mouliné de légumes du soleil bol micro-onde Carrefour,87,1,bol
Mouliné de légumes variés Carrefour,35.4,100,gramme
Mouliné de légumes variés Carrefour,35.4,100,gramme
Mouliné de légumes variés Carrefour,35.4,100,gramme
Mouliné de légumes varies,26,100,gramme
Mouliné de légumes variés knorr,29,100,gramme
Mouliné de légumes variés pur soup' liebig,28,100,gramme
Moulinée 9 légumes 0% Sveltesse,52,1,bol
Moulinée aux légumes verts,26,100,gramme
Moulinée tomate / basilic,30,100,gramme
Moulinée tomates et petis légumes maggi (déshydraté),285,100,gramme
Moussaka,184,100,gramme
Moussaka  Picard,174,100,gramme
Mousse (de canard ou d'oie),392,100,gramme
Mousse (de foie de porc),357,100,gramme
Mousse (de foie de volaille),380,100,gramme
Mousse (de légumes),164,100,gramme
Mousse à la noix de coco leader price,190,100,gramme
Mousse au café leader price : par unité de 60g,100,100,gramme
"Mousse au café sur ganache ""casino""",395,100,gramme
"Mousse au café sur ganache ""casino"", le pot 82 g",324,100,gramme
Mousse au caramel et beurre salé à la crème fraîche leader price,150,100,gramme
Mousse au caramel et beurre salé leader price : par pot de 70g,105,100,gramme
Mousse au chocolat,445,100,gramme
Mousse au chocolat Danone vitalinea,121,100,gramme
"Mousse au chocolat ""weight watchers""",384,100,gramme
Mousse au chocolat au lait allegée 60g Auchan,143,100,gramme
Mousse au chocolat au lait AUCHAN,173,100,gramme
Mousse au chocolat au lait monte ravy (lidl),183,100,gramme
Mousse au chocolat au lait Monte Ravy (Lidl),158,100,gramme
Mousse au chocolat au lait super u,165,100,gramme
Mousse au chocolat au lait ursi,185,100,gramme
Mousse au chocolat au soja leader price : par pot de 60g,72,100,gramme
Mousse au chocolat blanc leader price : par pot de 60g,105,100,gramme
Mousse au chocolat CARREFOUR chocolat lait,93,100,gramme
Mousse au chocolat CARREFOUR chocolat noir,94,100,gramme
mousse au chocolat le petit basque,1546,100,gramme
Mousse au chocolat Noir AUCHAN,159,100,gramme
Mousse au chocolat noir monte ravy (lidl),142,100,gramme
Mousse au chocolat noir super u,155,100,gramme
Mousse au chocolat sveltesse,109,100,gramme
Mousse au chocolay noir U,91,1,pot
Mousse au fromage blanc La laitière,63,100,gramme
Mousse au fromage blanc sur fruits taillefine (par pot),85,100,gramme
Mousse au fromage frais sucré aux fruits Leclerc marque repère,110,100,gramme
Mousse aux framboise-fraises Taillefine,52,1,pot
Mousse aux fruits 0% citron-citron vert Leader price,54,100,gramme
Mousse aux fruits 0% fraise-framboises Leader price,50,100,gramme
mousse aux fruits 0% pêche mangue ED,64,100,gramme
Mousse aux fruits à l'ananas taillefine : par pot de 88g,60,100,gramme
"Mousse aux fruits de taillefine, saveur mangue/pêche",61,100,gramme
"Mousse aux fruits de taillefine, saveur poire",62,100,gramme
Mousse aux fruits framboise-fraise - taillefine,52,100,gramme
Mousse aux fruits framboise-fraise 0 % Netto,60,100,gramme
"Mousse aux fruits framboise-fraise 0 % ""ondilège""",60,100,gramme
"Mousse aux fruits framboise-fraise 0 % ""ondilège"", le pot 88 g",53,100,gramme
Mousse aux fruits framboise-fraise 0 % mg Netto,54,100,gramme
Mousse aux fruits mangue-pêche Taillefine,61,100,gramme
Mousse aux fruits rouges framboise-fraise Auchan,53,1,pot
Mousse aux marrons dessert lacté à la crème de marrons leader price,210,100,gramme
Mousse aux marrons pâturages : par pot de 73g,153,100,gramme
Mousse bifidus à la fraise Leader price,145,100,gramme
Mousse chocolat noir sveltesse Nestlé,100,100,gramme
Mousse chocolat/cafe yopelait,169,100,gramme
Mousse craquante menthe chocolat La laitière,114,125,gramme
"Mousse d'épinards surgelées, 4 portions de 100 g, 1 portion",139,100,gramme
"Mousse de canard porto, tradilège Leclerc marque repère",382,100,gramme
Mousse de canard super u,417,100,gramme
Mousse de foie,410,100,gramme
Mousse de foie Casino,280,100,gramme
mousse de foie de porc,357,100,gramme
Mousse de foie de porc monique ranou,307,100,gramme
Mousse de fruits mangue-pèche taillefine,61,100,gramme
Mousse de thon petit navire,257,100,gramme
Mousse de viennois au chocolat Nestlé,189,100,gramme
Mousse de viennois au chocolat Nestlé,170,90,gramme
Mousse de viennois nestlé : par pot de 90 g,175,100,gramme
Mousse et fromage frais nature Auchan,135,100,gramme
Mousse forestiere Casino,299,100,gramme
Mousse fromage blanc 0 % sur fruits rouges Taillefine,54,100,gramme
Mousse fromage blanc 0 % sur fruits rouges Taillefine,62,1,pot
"Mousse goût Chocolat pour le café ""LAVAZZA""",228,100,gramme
Mousse liégeoise à la crème fraîche - saveur vanille,186,100,gramme
"Mousse liégeoise à la crème fraîche - saveur vanille, le pot de 80 g",149,100,gramme
Mousse light Dr oetker,87,100,gramme
Mousse nature sucrée Carrefour,107,1,pot
"Mousse pêche/mangue 0 % ""maîtres laitiers"" - netto",64,100,gramme
"Mousse pêche/mangue 0 % ""maîtres laitiers"" - netto - le pot 150 ml",57,100,gramme
"Mousse sur crème dessert chocolat - duetto ""w.w.""",117,100,gramme
"Mousse sur crème dessert chocolat - duetto ""w.w."", par pot 85 g",99,100,gramme
Mousse taillefine framboise-fraise : 1 pot,46,100,gramme
mousseline de carottes monoprix,96,100,gramme
Mousseline de châtaignes clément faugier,83,100,gramme
Mousseline de pois aux asperges Auchan,109,380,gramme
Mousserons,28,100,gramme
"Mousses au fromage frais et aux fruits ""petits dégourdis"" pâturages : par pot",109,100,gramme
Mousseux,70,100,gramme
Moustarde de fruits confits,250,100,gramme
Moutarde,97,100,gramme
Moutarde à l'ancienne delhaize,137,100,gramme
moutarde de dijon forte auchan,146.5,100,gramme
Mouton,265,100,gramme
Mouton (côtes),300,100,gramme
Mouton (gigot),250,100,gramme
Mouton (langue),264,100,gramme
Mouton (rognons),105,100,gramme
Mozarella (mozarelle),332,100,gramme
Mozarelle,332,100,gramme
Mozarelle marque leader price,244,100,gramme
Mozzarella Migros budget (m-budget),252,100,gramme
Mozzarella (santa lucia light),163,100,gramme
Mozzarella grattugiata santa lucia - galbani,314,100,gramme
Mozzarella light Linessa LIDL,165,100,gramme
Mozzarella marque carrefour,247,100,gramme
"Mozzarella râpée, ""santa lucia"" de galbani",314,100,gramme
Mozzarella santa lucia galbani,163,100,gramme
Mozzarelle marque galbani,247,100,gramme
Mr freeze (bâtonnets à glacer) : par unité,35,100,gramme
"Mr. pibb diète (the coca-cola company, usa)",0,100,gramme
Muesli,409,100,gramme
Muesli Bjorg,365,100,gramme
Muesli 30% de fruits Carrefour agir,332,100,gramme
Muesli 30% de fruits sans sucres ajoutés bio champion,332,100,gramme
Muesli 4 baies,337,100,gramme
Muesli : special muesli / muesli de luxe Jordans,351,500,gramme
"Muesli aux fruits ""pouce"" groupe Auchan",331,100,gramme
Muesli aux trois chocolats leader price,441,100,gramme
Muesli bio aux raisins sans sucre ajouté abbaye de sept-fons,334,100,gramme
Muesli carman's Cadbury,464,100,gramme
Muesli choco dia,451,100,gramme
Muesli choco-noisettes,463,100,gramme
Muesli classic Carrefour,352,100,gramme
Muesli complet country store kellogg's,357,100,gramme
Muesli Croustillant aux 6 fruits Leader Price,436,100,gramme
"Muesli croustillant aux 7 fruits, brin de jour Leclerc marque repère",428,100,gramme
Muesli croustillants aux 3 chocolats Leader price,441,100,gramme
Muesli floconneux aux fruits sans sucre ajouté Leader price,334,100,gramme
Muesli floconneux aux fruits sans sucre ajouté regain,370,100,gramme
Muesli fruits ED,169,40,gramme
Muesli fruits (réva),358,100,gramme
Muesli léger croustillant 4 céréales 7 fruits secs Biovillage,433,100,gramme
Muesli ligne jordans,321,100,gramme
Muesli luxury jordans,365,100,gramme
muesli multi frucht nordwaldtaler lidl,334,100,gramme
Muesli multi fruit (nordwaldtaler),340,100,gramme
Muesli multifrucht LIDL,334,100,gramme
"Muesli pépites chocolat, brin de jour Leclerc marque repère",463,100,gramme
Muesli quatre céréales aux fruits bio monoprix,323,100,gramme
Muesli quinoa & fruits Priméal bio,340,100,gramme
Muesli quinoa-chocolat Champion,422,100,gramme
"Muesli sans sucre ajouté ""forme et muesli"" réva",358,100,gramme
Muesli sans sucre ajouté céréal,337,100,gramme
Muesli spécial jordans,294,100,gramme
Muesli special jordans sans sucre ajouté,347,100,gramme
Muesli tropic aux fruits lidl,365,100,gramme
"Mueslin flocons 7 fruits & 4 céréales bio ""casino""",324,100,gramme
Muffin,177,1,unité
Muffin à la vanille leader price : par unité de 75g,339,100,gramme
Muffin allégé,149,66,gramme
Muffin tout chocolat mcdonald,348,100,gramme
Muffins,359,100,gramme
Muffins à la myrtille (industriel),235,100,gramme
Muffins à la vanille leader price,453,100,gramme
Muffins anglais complet Regent's park,217,250,gramme
Muffins anglais nature Regent's park,220,250,gramme
Muffins aux raisins monoprix,241,100,gramme
"Muffins aux raisins monoprix : par unité de 62,5g",150,100,gramme
Muffins blancs monoprix,229,100,gramme
"Muffins blancs monoprix : par unité de 62,5g",143,100,gramme
Muffins complet Carrefour,200,250,gramme
Muffins complets monoprix,197,100,gramme
"Muffins complets monoprix : par unité de 62,5g",123,100,gramme
Muffins leader price,453,100,gramme
Muffins leader price : par unité de 75 g,339,100,gramme
Muffins maison à la cerise,222,100,gramme
Muge cabot (ou mulet cabot) cru,112,100,gramme
Multivitaminé (joker),49,100,gramme
Munster,320,100,gramme
Murène,176,100,gramme
Mûres,57,100,gramme
Muscade,0,100,gramme
Muscat de samos,133,100,gramme
Museau de boeuf Claude léger,108,100,gramme
Museau de boeuf à la lyonnaise Pierre martinet,177,100,gramme
Museau de porc,342,100,gramme
Musli emco,162,1,portion
Müesli et coussins fourrés au chocolat Migros budget (m-budget),434,100,gramme
Myomax,330,100,gramme
Myrtilles,69,100,gramme
Myrtilles (au sirop),76,100,gramme
Mystère chocolat coeur de meringue Nestlé,185,100,gramme
Mystère coco coeur chocolat Nestlé,173,1,unité
Mystère crème brûlée coeur caramel Nestlé,251,1,unité
Mystère framboise coeur meringue Nestlé,219,1,unité
Mystère nestlé vanille coeur chocolat (unité=125g),244,100,gramme
Mystère passion coeur mangue (unité= 130ml) Nestlé,148,1,unité
Mystère poire coeur chocolat (unité = 130ml) Nestlé,219,1,unité
Mystère vanille coeur de meringue (unité=68 Nestlé,197,100,gramme
Naans (galettes indiennes),278,100,gramme
"Napolitain ""dolce viya""",465,100,gramme
"Napolitain marbré ""Lu""",470,100,gramme
"Napolitain marbré ""Lu"", 1 portion de 30 g",141,100,gramme
Napolitain marbré au chocolat Lu,135,1,portion
Napolitain marbré lu,470,100,gramme
Napolitain marbré lu : pour un gâteau de 30 g,141,100,gramme
Nasi goreng Vitasia,87,100,gramme
Nasi goreng au poulet (marque gb),129,100,gramme
Nateo (céréales nestlé),386,100,gramme
Natillas (1 personne),190,1,unité
Nature spécialité au soja au bifidus Sojasun,51,100,gramme
Nature's pleasure framboise et cerise Kellogg's,414,100,gramme
"Nature's pleasure-amandes,noix de pecan Kellogg's",418,100,gramme
Naturea au sucre de canne Paturages,98,1,portion
Naturegg - blancs d'oeuf s liquide,30,63,gramme
Navarin mouton printanier raynal roquelaure,72,100,gramme
Navet,35,100,gramme
Navette,60,1,unité
Nectar 14 fruits casino,55,100,gramme
nectar d 'orange,36,100,gramme
Nectar d'orange  Eco+,30,100,gramme
Nectar de fraise (carrefour),5,100,gramme
Nectar de Framboise CARREFOUR 1 LITRE,49.7,100,gramme
Nectar de fruits multivitaminé Paquito,47,100,gramme
Nectar de poire CARREFOUR 1LITRE,44.9,100,gramme
Nectar Multi-Vitamine ALDI Lagona Light,22,100,gramme
"NECTAR MULTIFRUIT PAMPRYL 1,75 L 10 VITAMINES",56,100,gramme
Nectar multifruits Carrefour,47,100,gramme
Nectar multivitaminé de 12 FRUITS chez LID -LINESSA,27,100,gramme
Nectar multivitaminé eco+,42,100,gramme
Nectar orange 'avec sa pulpe' Dia,45,100,gramme
Nectar orange à base de jus d'orange concentré Jafaden,40,100,gramme
Nectar orange-abricot-pêche réa,53,100,gramme
Nectar pomme-banane (light) Aldi,29,100,gramme
Nectar Pomme/Banane ALDI Lagona Light,29,100,gramme
Nectarine,46,100,gramme
Nectars de fruits,70,100,gramme
Nèfle du japon (pulpe fraîche),32,100,gramme
Nèfles,97,100,gramme
Nègre en chemise (portion du restaurant),383,100,gramme
Nem au crabe - tradition d'asie,181,100,gramme
Nem au crabe et aux crevettes picard : par unité de 30 g (avec sauce nuoc-mâm),59,100,gramme
Nem au porc - auchan,231,100,gramme
Nem crevette crabe - table du monde chez leclerc,200,100,gramme
Nems au crabe claude léger,239,100,gramme
Nems au crabe de 75g Claude léger,179,1,unité
Nems au crabe et aux crevettes Picard,202,100,gramme
Nems au porc Casino,236,70,gramme
nems au poulet picard,196,100,gramme
"Nems au poulet, kim tan Sodebo",182,100,gramme
nems aux légumes picard,175,100,gramme
Nems et riz à la cantonaise (marie),136,100,gramme
Nescafé amaretto (dose de 13gr),49,100,gramme
Nescafé atla rica,300,100,gramme
Nescafé brasero (dose de 2gr),7,100,gramme
Nescafé café au lait (dose de 13gr),54,100,gramme
Nescafé café créole (dose de 18gr),78,100,gramme
Nescafé café viennois (par sachet),75,100,gramme
Nescafé cap colombie ( dose de 2gr),7,100,gramme
Nescafé capuccino (dose de 13gr),50,100,gramme
Nescafé capuccino décaféiné,367,100,gramme
"Nescafé capuccino vanille (dose de 13,5gr)",57,100,gramme
Nescafé Choco Cappuccino (percolateur),413,100,gramme
Nescafé expresso,333,100,gramme
Nescafé expresso café créole (dose 2gr),6,100,gramme
Nescafé frappé préparé avec 250 ml de lait entier,222,100,gramme
Nescafé mocamba (dose 2gr),7,100,gramme
Nescafé nes (dose 2gr),6,100,gramme
Nescafé nes au lait,416,100,gramme
Nescafé noir (dose 2gr),7,100,gramme
Nescafé sélection (dose 2gr),7,100,gramme
Nescafé spécial filtre (dose 2gr),7,100,gramme
"Nescoré (dose 3,5gr)",12,100,gramme
Nesquik Nestlé,377,1,une cuillère à soupe
NESQUIK barre céréale et lait de NESTLE pour 1 barre de 25Grs,104,100,gramme
Nesquik barre chocolatée,555,100,gramme
Nesquik nestlé céréales au chocolat,394,100,gramme
Nesquik nestlé en sirop (dose 20gr),54,100,gramme
Nesquik plus Nestlé,145,1,part
Nesquik saveur choco caramel nestlé,377,100,gramme
Nesquik saveur choco noisettes nestlé,377,100,gramme
Nesquik yaourt petit,218,100,gramme
Nesquikcéréales choco,380,100,gramme
Nestea light pêche blanche,1,100,gramme
Nestea pêche blanche,27,100,gramme
Nestle chocolat noir coeur pâte d'amande,504,100,gramme
Nététou,543,100,gramme
Neufchatel,300,100,gramme
Neufchatel Duc de coeur,299,100,gramme
New York Style Bagel Crisps à la Cannelle et aux Raisins,160,100,gramme
Noir pâtissier éclats de noisettes Nestlé,545,100,gramme
Noisette (unité),10,100,gramme
Noisettes,656,100,gramme
Noisettes décortiquées Carrefour,664,100,gramme
Noisettes en poudre,630,100,gramme
Noisettes entières Milka,555,100,gramme
Noisettes entières Milka,167,1,portion
Noisettes grillées et salées Lorenz,650,100,gramme
Noix,660,100,gramme
Noix (unité),20,100,gramme
Noix d'amazonie daco bello,600,100,gramme
Noix d'amazonie grillées et salées super u,714,100,gramme
Noix de boeuf,184,100,gramme
Noix de cajou,600,100,gramme
Noix de cajou grillées salées,570,100,gramme
Noix de coco,371,100,gramme
Noix de coco (eau),24,100,gramme
Noix de coco en poudre,643,100,gramme
Noix de coco râpée Daco bello,593,100,gramme
Noix de coco séchée,594,100,gramme
Noix de jambon affinée Aoste,275,100,gramme
Noix de macadamia,714,100,gramme
Noix de pécan,700,100,gramme
Noix de pécan Daco bello,700,100,gramme
Noix de pecan,693,100,gramme
Noix de porc,289,100,gramme
Noix de saint-jacques (france) picard,63,100,gramme
Noix de saint-jacques au naturel odyssée (conserve),83,100,gramme
"Noix de Saint-Jacques avec corail ""chili"" ""Thiriet""",90,100,gramme
Noix de Saint-Jacques fraîches (100g = 7 grosses noix),88,100,gramme
Noix de saveur basilic/huile d'olives Maggi,383,100,gramme
Noix de saveur bouquet garni Maggi,397,100,gramme
Noix de st jacques avec corail - odyssée - surgelées,80,100,gramme
Noix de veau,160,100,gramme
Noix du Brésil,676,100,gramme
Noix en cerneaux daco bello,674,100,gramme
Noix mélangées 50% de cajous le choix du président,660,100,gramme
Nonette (unité),100,100,gramme
Nonette fourrée et glacée orange,342,100,gramme
Nonettes leader price (goûters fourrés à la marmelade d'orange),336,100,gramme
Nonettes leader price (goûters fourrés à la marmelade d'orange) : par unité,84,100,gramme
"Northern neck ginger ale (the coca-cola company, usa)",39,100,gramme
"Northern neck ginger ale diète (the coca-cola company, usa)",1,100,gramme
Nougat 100 g,428,100,gramme
Nougat glacé framboise Picard,139,100,gramme
Nougat super u,444,100,gramme
"Nougats glacés pâtissiers ""Thiriet""",314,100,gramme
"Nougats glacés pâtissiers ""Thiriet"", un nougat 75g",235,100,gramme
Nougatti Cote d'or,144,1,unité
Nougatti de côte d'or,480,100,gramme
Nouilles asiatiques curry Maggi,476,100,gramme
Nouilles asiatiques curry : par portion Maggi,286,100,gramme
Nouilles chinoises aïki noodles,100,77,gramme
Nouilles chinoises aïki noodles,100,77,gramme
Nouilles chinoises arôme boeuf,88,100,gramme
Nouilles chinoises aux oeufs Casino,357,100,gramme
Nouilles chinoises natures,360,100,gramme
Nouilles chinoises saveur boeuf Contrées gourmandes,180,100,gramme
Nouilles chinoises saveur crevette contrées gourma,180,65,gramme
Nouilles chinoises saveur crevettes Claude léger,334,1,portion
Nouilles japonaises saveur boeuf sukiyaki (nissin),87,100,gramme
Nouilles japonaises saveur champignons (nissin),99,100,gramme
Nouilles japonaises saveur poulet teriyaki (nissin),87,100,gramme
Nouilles orientales curry Leader Price,460.6,100,gramme
